## File generated by myo_cap software 
## Available from github.com/ddantas/myo_cap 
## Timestamp: 2020-05-01_00-54-58 
##  
## EMG capture settings 
##  
# sampleRate: 2000 
# channelsPerBoard: 4 
# nBoards: 1 
# bitsPerSample: 12 
# ch0;ch1;ch2;ch3
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
4095;4095;4095;4095
